738, 791, 1018, 1653, 1661, 2008, 3356, 4181, 4402, 4407, 4662, 4949, 5044, 5326, 5663, 6501, 6635, 7135, 8032, 8479
300, 615, 1065, 2664, 2882, 3711, 3747, 4503, 5133, 5146, 5154, 5297, 5460, 5535, 5726, 6296, 6952, 6989, 8231, 8354
37, 55, 390, 1040, 1175, 1438, 2071, 2250, 2563, 2665, 2914, 4193, 5795, 5871, 6277, 6681, 6792, 7628, 8174, 8504
1204, 1916, 2907, 3380, 3849, 4118, 4457, 4959, 5239, 5364, 5841, 5849, 6013, 6038, 6448, 6476, 6722, 6983, 7731, 8143
2338, 2356, 2435, 3146, 3210, 4077, 4311, 4469, 4675, 4690, 4733, 4783, 5115, 5502, 6020, 6332, 6536, 6971, 7980, 8055
243, 848, 1091, 2292, 2529, 2609, 3594, 4167, 4311, 4584, 5399, 5706, 5900, 6147, 6632, 6918, 6969, 7586, 7739, 8513
134, 216, 257, 293, 405, 782, 3134, 4359, 4647, 4712, 4952, 5151, 5194, 5721, 5734, 5993, 7066, 7341, 7767, 8220
495, 1077, 1129, 1172, 1276, 1451, 3321, 4471, 5639, 5743, 6268, 6547, 6657, 6748, 6800, 6983, 7251, 7789, 7818, 7855
625, 795, 1294, 1403, 2119, 2325, 2423, 2851, 3295, 3596, 4119, 4251, 5232, 5348, 5379, 5918, 6462, 6502, 7038, 7043
1774, 1873, 2357, 2474, 2630, 3053, 3516, 3638, 4086, 4400, 4694, 4884, 5059, 5273, 5351, 5608, 6059, 6198, 6622, 7374
627, 1059, 1218, 1417, 1627, 2514, 2945, 3160, 3253, 3517, 3583, 3688, 4212, 4556, 5057, 5358, 5735, 6122, 6267, 7697
85, 277, 299, 306, 317, 558, 2826, 2934, 3500, 3693, 4025, 4304, 4883, 5477, 5819, 6041, 6528, 7304, 7830, 8371
83, 570, 814, 902, 1660, 1802, 3168, 3930, 4321, 4363, 4811, 5128, 5990, 6398, 6443, 7052, 7071, 7515, 7520, 7744
1180, 1356, 1769, 1998, 2363, 2605, 3462, 3651, 4660, 5212, 6191, 6714, 6950, 6968, 7120, 7204, 7508, 7519, 8280, 8507
574, 779, 872, 2229, 2626, 3621, 3669, 3819, 4051, 4118, 4213, 4282, 4771, 5562, 5577, 5697, 6160, 7084, 7522, 8139
274, 326, 422, 1461, 1831, 2482, 2513, 3392, 3469, 4151, 4172, 4218, 4912, 5045, 5857, 5908, 6371, 7486, 7887, 8423
578, 654, 1063, 1782, 2224, 2433, 3455, 3629, 3692, 4632, 4985, 5038, 5364, 6121, 6241, 6541, 7243, 7762, 7871, 7886
384, 564, 1125, 1599, 1618, 2273, 2436, 3899, 4251, 4480, 5564, 5826, 5922, 6486, 6668, 7718, 8017, 8110, 8219, 8361
174, 306, 686, 772, 1129, 1227, 1386, 2511, 2884, 3110, 3285, 3796, 3838, 3916, 5580, 5627, 6174, 7055, 7421, 7769
301, 393, 907, 929, 1643, 1886, 2688, 3144, 3928, 4639, 4674, 5999, 6163, 6520, 6607, 6646, 6738, 6897, 8078, 8277
1089, 1107, 1171, 1284, 2012, 2051, 2682, 2984, 3217, 3304, 5057, 5699, 5701, 5919, 6471, 6841, 7163, 7304, 7346, 7748
194, 255, 444, 492, 764, 974, 1948, 1958, 3043, 3713, 3923, 3977, 4062, 4128, 4891, 5382, 6480, 7468, 7941, 8134
261, 379, 891, 1194, 1951, 1964, 2106, 2256, 3500, 3569, 3810, 3837, 3891, 4220, 4436, 4670, 5408, 7757, 7891, 8276
243, 1408, 1907, 1967, 2188, 2740, 3230, 3386, 3908, 4326, 4967, 5010, 5526, 5728, 5858, 5887, 6170, 7242, 7767, 8338
439, 926, 1788, 2167, 2473, 2555, 2814, 2822, 4322, 4585, 4594, 4675, 5993, 6002, 6226, 6539, 6686, 7010, 7962, 8005
264, 734, 1429, 1672, 1730, 2403, 2952, 3100, 3830, 4196, 4489, 4777, 5180, 5522, 5569, 6523, 6544, 7505, 7593, 8413
169, 554, 1202, 1580, 2221, 2668, 3057, 3189, 3482, 4087, 4304, 4527, 4550, 4615, 5731, 5793, 6619, 6771, 6844, 7019
452, 725, 906, 1110, 1177, 1545, 1881, 2010, 2202, 2323, 3471, 3551, 4036, 4134, 6152, 6681, 6804, 7586, 8167, 8319
297, 553, 1229, 1473, 2693, 3607, 4067, 4111, 4152, 4568, 5253, 5258, 5960, 6364, 6526, 6943, 7393, 7802, 8159, 8297
51, 252, 940, 1388, 2057, 2178, 2216, 2521, 2837, 4709, 6200, 6322, 6452, 6963, 7326, 7411, 7889, 7963, 8350, 8358
684, 1074, 1148, 1210, 1499, 1527, 1575, 2137, 2649, 2757, 4122, 4160, 5234, 5850, 5955, 6220, 6543, 6583, 7450, 7789
128, 190, 312, 1179, 1304, 1320, 1510, 2124, 2131, 2175, 3152, 3788, 4409, 4430, 4551, 5461, 5651, 6137, 6965, 7533
632, 813, 2029, 2071, 2488, 2731, 2974, 4050, 4376, 4546, 4706, 5149, 5914, 6522, 6840, 6903, 7187, 7274, 8311, 8516
176, 302, 321, 440, 949, 1140, 1156, 1670, 2095, 2278, 2397, 3177, 3653, 3943, 5390, 5508, 5535, 6068, 7076, 7534
29, 222, 283, 674, 727, 742, 748, 1448, 2231, 2918, 4591, 4646, 4915, 5263, 5839, 6376, 6617, 7382, 7394, 7663
299, 1319, 1468, 2115, 2829, 2889, 3423, 3786, 4167, 4496, 5339, 5861, 6019, 6042, 6123, 6615, 6743, 7571, 7778, 8217
158, 759, 2455, 2725, 3109, 3328, 3826, 4312, 4371, 4617, 5097, 5280, 5363, 5608, 5862, 6458, 7233, 7308, 7902, 8200
424, 911, 1102, 1226, 1280, 1669, 2136, 2634, 2720, 2735, 2799, 3295, 3593, 4365, 5733, 6509, 7034, 7763, 7930, 8301
152, 1884, 2262, 2538, 2678, 2869, 3032, 3243, 3689, 3833, 4295, 4757, 4893, 6065, 7374, 7385, 7497, 7630, 7645, 8491
327, 512, 951, 1288, 1375, 1934, 2191, 2284, 2394, 2481, 3021, 4009, 4126, 4751, 6603, 7012, 7443, 7649, 7838, 8444
418, 457, 808, 882, 1846, 2326, 2876, 3150, 3925, 5211, 5314, 5503, 5525, 5671, 7095, 7531, 7680, 7929, 8178, 8436
16, 156, 473, 704, 1538, 1906, 2373, 2526, 2967, 3438, 3684, 3744, 4738, 4849, 5237, 5502, 5978, 6867, 8174, 8318
493, 1642, 2486, 2636, 3235, 3849, 4194, 4291, 4355, 4853, 4913, 5702, 6537, 6580, 7018, 7466, 7551, 7594, 8089, 8519
359, 405, 483, 568, 1052, 1273, 1675, 1711, 2116, 2369, 2536, 3357, 3574, 3716, 3898, 3993, 5349, 7339, 7836, 7884
844, 1493, 1890, 1990, 2242, 2457, 2465, 2818, 3337, 3360, 3453, 4330, 5004, 5459, 6128, 6667, 7041, 7452, 8175, 8197
367, 802, 1956, 2297, 2309, 2401, 3553, 4093, 4245, 4369, 4553, 4604, 5207, 5348, 5808, 6058, 7137, 7397, 8365, 8513
