6600, 5969, 5429, 8154, 8465, 3263, 3141, 2953, 977, 7135, 8271, 1582, 3256, 7173, 7937, 8082, 6822, 876, 633, 3902
7969, 8095, 5576, 4418, 7406, 5842, 4904, 6683, 4873, 2145, 8069, 7984, 6772, 5630, 5154, 8436, 903, 5367, 6779, 6976
6972, 5388, 6315, 712, 8408, 6239, 4594, 6545, 8281, 3033, 6478, 4134, 8426, 7919, 5686, 7169, 8293, 145, 6843, 8509
1809, 1750, 2064, 4094, 3765, 63, 1801, 1002, 496, 8361, 3714, 2287, 5884, 8146, 3288, 2997, 3484, 4722, 937, 96
973, 1989, 4944, 8396, 5646, 7091, 8004, 8282, 1658, 8301, 5409, 3751, 6654, 683, 7388, 6251, 6387, 7791, 830, 5537
6233, 8377, 4939, 7709, 1540, 7134, 6593, 6850, 968, 1542, 5895, 6483, 6031, 1663, 6880, 6417, 3623, 6215, 6308, 7954
1972, 4352, 129, 5717, 757, 768, 1475, 3250, 6922, 2186, 1045, 1500, 3687, 2798, 6606, 344, 8349, 6134, 1835, 3764
834, 7064, 8352, 7110, 1596, 2669, 918, 3837, 2088, 7219, 5591, 7801, 7581, 3030, 5739, 7212, 5324, 914, 507, 2674
3790, 7997, 413, 1905, 8515, 4976, 8163, 79, 8362, 7605, 7179, 5975, 7527, 7214, 2114, 1860, 1315, 2139, 2178, 4953
6679, 4165, 7309, 3029, 8009, 87, 2064, 7799, 4166, 7525, 6764, 1528, 1089, 1820, 4641, 1420, 7012, 1951, 8320, 5199
607, 6678, 5281, 2441, 3947, 7001, 1920, 2910, 7781, 3402, 3808, 2478, 5935, 4458, 5805, 7196, 1786, 4578, 6898, 1826
474, 1675, 5425, 1955, 293, 3098, 217, 6773, 28, 2157, 5932, 4902, 2842, 2632, 3935, 938, 3907, 7077, 776, 3531
