92, 244, 930, 1067, 2119, 2273, 2699, 3171, 3362, 4025, 5728, 5804, 5820, 6274, 6345, 6415, 6529, 6542, 6944, 8294, 8622, 8774, 9460, 9597, 10649, 10803, 11229, 11701, 11892, 12555, 14258, 14334, 14350, 14804, 14875, 14945, 15059, 15072, 15474, 16824, 17152, 17304, 17990, 18127, 19179, 19333, 19759, 20231, 20422, 21085, 22788, 22864, 22880, 23334, 23405, 23475, 23589, 23602, 24004, 25354, 25682, 25834, 26520, 26657, 27709, 27863, 28289, 28761, 28952, 29615, 31318, 31394, 31410, 31864, 31935, 32005, 32119, 32132, 32534, 33884, 34212, 34364, 35050, 35187, 36239, 36393, 36819, 37291, 37482, 38145, 39848, 39924, 39940, 40394, 40465, 40535, 40649, 40662, 41064, 42414, 42742, 42894, 43580, 43717, 44769, 44923, 45349, 45821, 46012, 46675, 48378, 48454, 48470, 48924, 48995, 49065, 49179, 49192, 49594, 50944
1832, 2628, 3116, 3226, 3726, 4255, 4279, 4915, 4937, 5176, 5207, 5416, 5469, 5786, 5816, 6073, 6970, 7088, 7228, 7816, 10362, 11158, 11646, 11756, 12256, 12785, 12809, 13445, 13467, 13706, 13737, 13946, 13999, 14316, 14346, 14603, 15500, 15618, 15758, 16346, 18892, 19688, 20176, 20286, 20786, 21315, 21339, 21975, 21997, 22236, 22267, 22476, 22529, 22846, 22876, 23133, 24030, 24148, 24288, 24876, 27422, 28218, 28706, 28816, 29316, 29845, 29869, 30505, 30527, 30766, 30797, 31006, 31059, 31376, 31406, 31663, 32560, 32678, 32818, 33406, 35952, 36748, 37236, 37346, 37846, 38375, 38399, 39035, 39057, 39296, 39327, 39536, 39589, 39906, 39936, 40193, 41090, 41208, 41348, 41936, 44482, 45278, 45766, 45876, 46376, 46905, 46929, 47565, 47587, 47826, 47857, 48066, 48119, 48436, 48466, 48723, 49620, 49738, 49878, 50466
27, 1051, 1676, 1925, 2029, 2137, 2158, 3030, 4231, 4596, 4936, 5428, 5474, 5484, 5655, 6270, 6566, 7892, 7993, 8402, 8557, 9581, 10206, 10455, 10559, 10667, 10688, 11560, 12761, 13126, 13466, 13958, 14004, 14014, 14185, 14800, 15096, 16422, 16523, 16932, 17087, 18111, 18736, 18985, 19089, 19197, 19218, 20090, 21291, 21656, 21996, 22488, 22534, 22544, 22715, 23330, 23626, 24952, 25053, 25462, 25617, 26641, 27266, 27515, 27619, 27727, 27748, 28620, 29821, 30186, 30526, 31018, 31064, 31074, 31245, 31860, 32156, 33482, 33583, 33992, 34147, 35171, 35796, 36045, 36149, 36257, 36278, 37150, 38351, 38716, 39056, 39548, 39594, 39604, 39775, 40390, 40686, 42012, 42113, 42522, 42677, 43701, 44326, 44575, 44679, 44787, 44808, 45680, 46881, 47246, 47586, 48078, 48124, 48134, 48305, 48920, 49216, 50542, 50643, 51052
160, 1194, 1268, 1735, 1954, 2153, 2320, 2613, 2873, 3782, 3947, 4647, 4699, 5537, 6389, 7175, 7578, 7592, 8346, 8425, 8690, 9724, 9798, 10265, 10484, 10683, 10850, 11143, 11403, 12312, 12477, 13177, 13229, 14067, 14919, 15705, 16108, 16122, 16876, 16955, 17220, 18254, 18328, 18795, 19014, 19213, 19380, 19673, 19933, 20842, 21007, 21707, 21759, 22597, 23449, 24235, 24638, 24652, 25406, 25485, 25750, 26784, 26858, 27325, 27544, 27743, 27910, 28203, 28463, 29372, 29537, 30237, 30289, 31127, 31979, 32765, 33168, 33182, 33936, 34015, 34280, 35314, 35388, 35855, 36074, 36273, 36440, 36733, 36993, 37902, 38067, 38767, 38819, 39657, 40509, 41295, 41698, 41712, 42466, 42545, 42810, 43844, 43918, 44385, 44604, 44803, 44970, 45263, 45523, 46432, 46597, 47297, 47349, 48187, 49039, 49825, 50228, 50242, 50996, 51075
11, 124, 1129, 1177, 2185, 2223, 2674, 2895, 2932, 3517, 3881, 4009, 4193, 4404, 5505, 6196, 6817, 7794, 7882, 8436, 8541, 8654, 9659, 9707, 10715, 10753, 11204, 11425, 11462, 12047, 12411, 12539, 12723, 12934, 14035, 14726, 15347, 16324, 16412, 16966, 17071, 17184, 18189, 18237, 19245, 19283, 19734, 19955, 19992, 20577, 20941, 21069, 21253, 21464, 22565, 23256, 23877, 24854, 24942, 25496, 25601, 25714, 26719, 26767, 27775, 27813, 28264, 28485, 28522, 29107, 29471, 29599, 29783, 29994, 31095, 31786, 32407, 33384, 33472, 34026, 34131, 34244, 35249, 35297, 36305, 36343, 36794, 37015, 37052, 37637, 38001, 38129, 38313, 38524, 39625, 40316, 40937, 41914, 42002, 42556, 42661, 42774, 43779, 43827, 44835, 44873, 45324, 45545, 45582, 46167, 46531, 46659, 46843, 47054, 48155, 48846, 49467, 50444, 50532, 51086
723, 1166, 1819, 1983, 1986, 2693, 3106, 3136, 3300, 3552, 3952, 3983, 4220, 4311, 4331, 5311, 5448, 5522, 7593, 7807, 9253, 9696, 10349, 10513, 10516, 11223, 11636, 11666, 11830, 12082, 12482, 12513, 12750, 12841, 12861, 13841, 13978, 14052, 16123, 16337, 17783, 18226, 18879, 19043, 19046, 19753, 20166, 20196, 20360, 20612, 21012, 21043, 21280, 21371, 21391, 22371, 22508, 22582, 24653, 24867, 26313, 26756, 27409, 27573, 27576, 28283, 28696, 28726, 28890, 29142, 29542, 29573, 29810, 29901, 29921, 30901, 31038, 31112, 33183, 33397, 34843, 35286, 35939, 36103, 36106, 36813, 37226, 37256, 37420, 37672, 38072, 38103, 38340, 38431, 38451, 39431, 39568, 39642, 41713, 41927, 43373, 43816, 44469, 44633, 44636, 45343, 45756, 45786, 45950, 46202, 46602, 46633, 46870, 46961, 46981, 47961, 48098, 48172, 50243, 50457
420, 1077, 1235, 1323, 1841, 1974, 2864, 4419, 4474, 4750, 5123, 5307, 5457, 5899, 6666, 7085, 7356, 7500, 7561, 8457, 8950, 9607, 9765, 9853, 10371, 10504, 11394, 12949, 13004, 13280, 13653, 13837, 13987, 14429, 15196, 15615, 15886, 16030, 16091, 16987, 17480, 18137, 18295, 18383, 18901, 19034, 19924, 21479, 21534, 21810, 22183, 22367, 22517, 22959, 23726, 24145, 24416, 24560, 24621, 25517, 26010, 26667, 26825, 26913, 27431, 27564, 28454, 30009, 30064, 30340, 30713, 30897, 31047, 31489, 32256, 32675, 32946, 33090, 33151, 34047, 34540, 35197, 35355, 35443, 35961, 36094, 36984, 38539, 38594, 38870, 39243, 39427, 39577, 40019, 40786, 41205, 41476, 41620, 41681, 42577, 43070, 43727, 43885, 43973, 44491, 44624, 45514, 47069, 47124, 47400, 47773, 47957, 48107, 48549, 49316, 49735, 50006, 50150, 50211, 51107
13, 107, 183, 507, 1523, 2099, 2152, 2482, 2744, 3383, 3705, 3968, 4620, 4650, 5975, 6201, 6280, 6308, 6352, 8361, 8543, 8637, 8713, 9037, 10053, 10629, 10682, 11012, 11274, 11913, 12235, 12498, 13150, 13180, 14505, 14731, 14810, 14838, 14882, 16891, 17073, 17167, 17243, 17567, 18583, 19159, 19212, 19542, 19804, 20443, 20765, 21028, 21680, 21710, 23035, 23261, 23340, 23368, 23412, 25421, 25603, 25697, 25773, 26097, 27113, 27689, 27742, 28072, 28334, 28973, 29295, 29558, 30210, 30240, 31565, 31791, 31870, 31898, 31942, 33951, 34133, 34227, 34303, 34627, 35643, 36219, 36272, 36602, 36864, 37503, 37825, 38088, 38740, 38770, 40095, 40321, 40400, 40428, 40472, 42481, 42663, 42757, 42833, 43157, 44173, 44749, 44802, 45132, 45394, 46033, 46355, 46618, 47270, 47300, 48625, 48851, 48930, 48958, 49002, 51011
249, 561, 2455, 2512, 2839, 3073, 3395, 3631, 4564, 4952, 5875, 5997, 6293, 6752, 6909, 6968, 7714, 8110, 8474, 8486, 8779, 9091, 10985, 11042, 11369, 11603, 11925, 12161, 13094, 13482, 14405, 14527, 14823, 15282, 15439, 15498, 16244, 16640, 17004, 17016, 17309, 17621, 19515, 19572, 19899, 20133, 20455, 20691, 21624, 22012, 22935, 23057, 23353, 23812, 23969, 24028, 24774, 25170, 25534, 25546, 25839, 26151, 28045, 28102, 28429, 28663, 28985, 29221, 30154, 30542, 31465, 31587, 31883, 32342, 32499, 32558, 33304, 33700, 34064, 34076, 34369, 34681, 36575, 36632, 36959, 37193, 37515, 37751, 38684, 39072, 39995, 40117, 40413, 40872, 41029, 41088, 41834, 42230, 42594, 42606, 42899, 43211, 45105, 45162, 45489, 45723, 46045, 46281, 47214, 47602, 48525, 48647, 48943, 49402, 49559, 49618, 50364, 50760, 51124, 51136
802, 940, 962, 1509, 1808, 1891, 2338, 3078, 4086, 4126, 4985, 5752, 6670, 6783, 6923, 7206, 7301, 7954, 7978, 8357, 9332, 9470, 9492, 10039, 10338, 10421, 10868, 11608, 12616, 12656, 13515, 14282, 15200, 15313, 15453, 15736, 15831, 16484, 16508, 16887, 17862, 18000, 18022, 18569, 18868, 18951, 19398, 20138, 21146, 21186, 22045, 22812, 23730, 23843, 23983, 24266, 24361, 25014, 25038, 25417, 26392, 26530, 26552, 27099, 27398, 27481, 27928, 28668, 29676, 29716, 30575, 31342, 32260, 32373, 32513, 32796, 32891, 33544, 33568, 33947, 34922, 35060, 35082, 35629, 35928, 36011, 36458, 37198, 38206, 38246, 39105, 39872, 40790, 40903, 41043, 41326, 41421, 42074, 42098, 42477, 43452, 43590, 43612, 44159, 44458, 44541, 44988, 45728, 46736, 46776, 47635, 48402, 49320, 49433, 49573, 49856, 49951, 50604, 50628, 51007
