102, 281, 617, 822, 1009, 1404, 1895, 1906, 2664, 2714, 3064, 3336, 4488, 4546, 5237, 5403, 5728, 7077, 7612, 8523, 8632, 8811, 9147, 9352, 9539, 9934, 10425, 10436, 11194, 11244, 11594, 11866, 13018, 13076, 13767, 13933, 14258, 15607, 16142, 17053, 17162, 17341, 17677, 17882, 18069, 18464, 18955, 18966, 19724, 19774, 20124, 20396, 21548, 21606, 22297, 22463, 22788, 24137, 24672, 25583, 25692, 25871, 26207, 26412, 26599, 26994, 27485, 27496, 28254, 28304, 28654, 28926, 30078, 30136, 30827, 30993, 31318, 32667, 33202, 34113, 34222, 34401, 34737, 34942, 35129, 35524, 36015, 36026, 36784, 36834, 37184, 37456, 38608, 38666, 39357, 39523, 39848, 41197, 41732, 42643, 42752, 42931, 43267, 43472, 43659, 44054, 44545, 44556, 45314, 45364, 45714, 45986, 47138, 47196, 47887, 48053, 48378, 49727, 50262, 51173
787, 920, 1103, 1332, 1531, 1748, 1861, 2022, 2466, 2543, 2673, 2690, 3222, 5056, 5866, 7442, 7457, 7835, 7900, 8299, 9317, 9450, 9633, 9862, 10061, 10278, 10391, 10552, 10996, 11073, 11203, 11220, 11752, 13586, 14396, 15972, 15987, 16365, 16430, 16829, 17847, 17980, 18163, 18392, 18591, 18808, 18921, 19082, 19526, 19603, 19733, 19750, 20282, 22116, 22926, 24502, 24517, 24895, 24960, 25359, 26377, 26510, 26693, 26922, 27121, 27338, 27451, 27612, 28056, 28133, 28263, 28280, 28812, 30646, 31456, 33032, 33047, 33425, 33490, 33889, 34907, 35040, 35223, 35452, 35651, 35868, 35981, 36142, 36586, 36663, 36793, 36810, 37342, 39176, 39986, 41562, 41577, 41955, 42020, 42419, 43437, 43570, 43753, 43982, 44181, 44398, 44511, 44672, 45116, 45193, 45323, 45340, 45872, 47706, 48516, 50092, 50107, 50485, 50550, 50949
1063, 1337, 1844, 2009, 2822, 3202, 4516, 4566, 4667, 4773, 5223, 5307, 5925, 6083, 6111, 6315, 6537, 7113, 7468, 7977, 9593, 9867, 10374, 10539, 11352, 11732, 13046, 13096, 13197, 13303, 13753, 13837, 14455, 14613, 14641, 14845, 15067, 15643, 15998, 16507, 18123, 18397, 18904, 19069, 19882, 20262, 21576, 21626, 21727, 21833, 22283, 22367, 22985, 23143, 23171, 23375, 23597, 24173, 24528, 25037, 26653, 26927, 27434, 27599, 28412, 28792, 30106, 30156, 30257, 30363, 30813, 30897, 31515, 31673, 31701, 31905, 32127, 32703, 33058, 33567, 35183, 35457, 35964, 36129, 36942, 37322, 38636, 38686, 38787, 38893, 39343, 39427, 40045, 40203, 40231, 40435, 40657, 41233, 41588, 42097, 43713, 43987, 44494, 44659, 45472, 45852, 47166, 47216, 47317, 47423, 47873, 47957, 48575, 48733, 48761, 48965, 49187, 49763, 50118, 50627
22, 408, 436, 601, 908, 1274, 1304, 1508, 1685, 3323, 3339, 3340, 4295, 4725, 4916, 5505, 5928, 6983, 7007, 8332, 8552, 8938, 8966, 9131, 9438, 9804, 9834, 10038, 10215, 11853, 11869, 11870, 12825, 13255, 13446, 14035, 14458, 15513, 15537, 16862, 17082, 17468, 17496, 17661, 17968, 18334, 18364, 18568, 18745, 20383, 20399, 20400, 21355, 21785, 21976, 22565, 22988, 24043, 24067, 25392, 25612, 25998, 26026, 26191, 26498, 26864, 26894, 27098, 27275, 28913, 28929, 28930, 29885, 30315, 30506, 31095, 31518, 32573, 32597, 33922, 34142, 34528, 34556, 34721, 35028, 35394, 35424, 35628, 35805, 37443, 37459, 37460, 38415, 38845, 39036, 39625, 40048, 41103, 41127, 42452, 42672, 43058, 43086, 43251, 43558, 43924, 43954, 44158, 44335, 45973, 45989, 45990, 46945, 47375, 47566, 48155, 48578, 49633, 49657, 50982
397, 615, 778, 890, 1100, 1215, 1316, 2151, 2860, 3598, 3834, 4625, 4784, 4871, 6718, 6860, 7005, 7162, 7741, 8005, 8927, 9145, 9308, 9420, 9630, 9745, 9846, 10681, 11390, 12128, 12364, 13155, 13314, 13401, 15248, 15390, 15535, 15692, 16271, 16535, 17457, 17675, 17838, 17950, 18160, 18275, 18376, 19211, 19920, 20658, 20894, 21685, 21844, 21931, 23778, 23920, 24065, 24222, 24801, 25065, 25987, 26205, 26368, 26480, 26690, 26805, 26906, 27741, 28450, 29188, 29424, 30215, 30374, 30461, 32308, 32450, 32595, 32752, 33331, 33595, 34517, 34735, 34898, 35010, 35220, 35335, 35436, 36271, 36980, 37718, 37954, 38745, 38904, 38991, 40838, 40980, 41125, 41282, 41861, 42125, 43047, 43265, 43428, 43540, 43750, 43865, 43966, 44801, 45510, 46248, 46484, 47275, 47434, 47521, 49368, 49510, 49655, 49812, 50391, 50655
243, 834, 1509, 2901, 4892, 4904, 5022, 5274, 5382, 5886, 5893, 6229, 6259, 6342, 6496, 7487, 7505, 7592, 7874, 8378, 8773, 9364, 10039, 11431, 13422, 13434, 13552, 13804, 13912, 14416, 14423, 14759, 14789, 14872, 15026, 16017, 16035, 16122, 16404, 16908, 17303, 17894, 18569, 19961, 21952, 21964, 22082, 22334, 22442, 22946, 22953, 23289, 23319, 23402, 23556, 24547, 24565, 24652, 24934, 25438, 25833, 26424, 27099, 28491, 30482, 30494, 30612, 30864, 30972, 31476, 31483, 31819, 31849, 31932, 32086, 33077, 33095, 33182, 33464, 33968, 34363, 34954, 35629, 37021, 39012, 39024, 39142, 39394, 39502, 40006, 40013, 40349, 40379, 40462, 40616, 41607, 41625, 41712, 41994, 42498, 42893, 43484, 44159, 45551, 47542, 47554, 47672, 47924, 48032, 48536, 48543, 48879, 48909, 48992, 49146, 50137, 50155, 50242, 50524, 51028
144, 1905, 2578, 2780, 2938, 3183, 3640, 4426, 4472, 4709, 4886, 4913, 5378, 5998, 6486, 6531, 6535, 7856, 8287, 8423, 8674, 10435, 11108, 11310, 11468, 11713, 12170, 12956, 13002, 13239, 13416, 13443, 13908, 14528, 15016, 15061, 15065, 16386, 16817, 16953, 17204, 18965, 19638, 19840, 19998, 20243, 20700, 21486, 21532, 21769, 21946, 21973, 22438, 23058, 23546, 23591, 23595, 24916, 25347, 25483, 25734, 27495, 28168, 28370, 28528, 28773, 29230, 30016, 30062, 30299, 30476, 30503, 30968, 31588, 32076, 32121, 32125, 33446, 33877, 34013, 34264, 36025, 36698, 36900, 37058, 37303, 37760, 38546, 38592, 38829, 39006, 39033, 39498, 40118, 40606, 40651, 40655, 41976, 42407, 42543, 42794, 44555, 45228, 45430, 45588, 45833, 46290, 47076, 47122, 47359, 47536, 47563, 48028, 48648, 49136, 49181, 49185, 50506, 50937, 51073
266, 595, 664, 709, 1006, 1273, 1435, 1813, 2106, 3091, 3324, 3510, 3781, 4467, 5151, 5173, 6013, 6808, 7252, 7864, 8796, 9125, 9194, 9239, 9536, 9803, 9965, 10343, 10636, 11621, 11854, 12040, 12311, 12997, 13681, 13703, 14543, 15338, 15782, 16394, 17326, 17655, 17724, 17769, 18066, 18333, 18495, 18873, 19166, 20151, 20384, 20570, 20841, 21527, 22211, 22233, 23073, 23868, 24312, 24924, 25856, 26185, 26254, 26299, 26596, 26863, 27025, 27403, 27696, 28681, 28914, 29100, 29371, 30057, 30741, 30763, 31603, 32398, 32842, 33454, 34386, 34715, 34784, 34829, 35126, 35393, 35555, 35933, 36226, 37211, 37444, 37630, 37901, 38587, 39271, 39293, 40133, 40928, 41372, 41984, 42916, 43245, 43314, 43359, 43656, 43923, 44085, 44463, 44756, 45741, 45974, 46160, 46431, 47117, 47801, 47823, 48663, 49458, 49902, 50514
559, 565, 733, 794, 1328, 1750, 1754, 1801, 2302, 2536, 2614, 2638, 2831, 2877, 3040, 3080, 3084, 3926, 3941, 7866, 9089, 9095, 9263, 9324, 9858, 10280, 10284, 10331, 10832, 11066, 11144, 11168, 11361, 11407, 11570, 11610, 11614, 12456, 12471, 16396, 17619, 17625, 17793, 17854, 18388, 18810, 18814, 18861, 19362, 19596, 19674, 19698, 19891, 19937, 20100, 20140, 20144, 20986, 21001, 24926, 26149, 26155, 26323, 26384, 26918, 27340, 27344, 27391, 27892, 28126, 28204, 28228, 28421, 28467, 28630, 28670, 28674, 29516, 29531, 33456, 34679, 34685, 34853, 34914, 35448, 35870, 35874, 35921, 36422, 36656, 36734, 36758, 36951, 36997, 37160, 37200, 37204, 38046, 38061, 41986, 43209, 43215, 43383, 43444, 43978, 44400, 44404, 44451, 44952, 45186, 45264, 45288, 45481, 45527, 45690, 45730, 45734, 46576, 46591, 50516
324, 501, 571, 715, 860, 1695, 1815, 1936, 2067, 2148, 2251, 2702, 3366, 3438, 3858, 4136, 4214, 5926, 6892, 7019, 8854, 9031, 9101, 9245, 9390, 10225, 10345, 10466, 10597, 10678, 10781, 11232, 11896, 11968, 12388, 12666, 12744, 14456, 15422, 15549, 17384, 17561, 17631, 17775, 17920, 18755, 18875, 18996, 19127, 19208, 19311, 19762, 20426, 20498, 20918, 21196, 21274, 22986, 23952, 24079, 25914, 26091, 26161, 26305, 26450, 27285, 27405, 27526, 27657, 27738, 27841, 28292, 28956, 29028, 29448, 29726, 29804, 31516, 32482, 32609, 34444, 34621, 34691, 34835, 34980, 35815, 35935, 36056, 36187, 36268, 36371, 36822, 37486, 37558, 37978, 38256, 38334, 40046, 41012, 41139, 42974, 43151, 43221, 43365, 43510, 44345, 44465, 44586, 44717, 44798, 44901, 45352, 46016, 46088, 46508, 46786, 46864, 48576, 49542, 49669
