37177, 16613, 13112, 12261, 31507, 33444, 25044, 5044, 4834, 18789, 32695, 4499, 28725, 2844, 5465, 50795, 40999, 49151, 35902, 4087
26165, 28262, 48080, 22272, 23398, 25228, 19651, 41198, 5538, 20512, 14848, 15337, 9758, 9296, 50239, 1355, 25333, 21959, 11696, 11315
37177, 16613, 13112, 12261, 31507, 33444, 25044, 5044, 4834, 18789, 32695, 4499, 28725, 2844, 5465, 50795, 40999, 49151, 35902, 4087
26165, 28262, 48080, 22272, 23398, 25228, 19651, 41198, 5538, 20512, 14848, 15337, 9758, 9296, 50239, 1355, 25333, 21959, 11696, 11315
42696, 41249, 39075, 17860, 41179, 20058, 17331, 19706, 36672, 17572, 22736, 17925, 27139, 32147, 3551, 44125, 30011, 22744, 1249, 40369
13306, 30637, 10011, 33893, 37495, 50401, 6068, 23774, 8758, 24207, 25788, 50531, 27004, 24687, 3375, 26615, 32825, 25006, 30406, 36209
42022, 28546, 19008, 153, 10830, 49415, 11960, 42671, 11660, 1163, 10968, 2029, 14702, 15394, 40510, 19468, 21942, 9966, 18383, 13831
5857, 44699, 35401, 45178, 29848, 12518, 28382, 4017, 17270, 5074, 37233, 43013, 45759, 38898, 17158, 33316, 18395, 38279, 45552, 30761
18562, 20759, 8224, 2276, 47791, 47492, 8058, 33518, 50745, 50911, 50051, 41949, 12907, 48218, 46482, 6211, 39381, 15946, 49483, 14647
41334, 31169, 10000, 17117, 40757, 16348, 110, 48639, 34038, 36608, 35968, 10528, 35681, 37137, 36080, 45586, 17104, 48529, 48020, 30103
37145, 5026, 29034, 2575, 131, 42393, 7910, 1924, 37419, 16824, 7080, 30612, 43365, 22591, 41472, 33074, 20298, 18090, 30304, 19825
46186, 21775, 7764, 27740, 33553, 12105, 29403, 21152, 24418, 1000, 32994, 46072, 22283, 1078, 19510, 17168, 37863, 14613, 50041, 14207
9764, 45505, 6206, 34983, 4859, 33153, 25197, 25055, 44884, 21011, 13273, 3056, 49474, 41455, 18580, 38015, 49022, 30370, 46857, 42976
43692, 38484, 29964, 16941, 35704, 46034, 10678, 26715, 22335, 30412, 40260, 42152, 21826, 33446, 22321, 41494, 2888, 11837, 36474, 29144
32235, 22276, 16778, 40685, 23168, 10203, 36518, 34288, 19230, 20966, 3023, 1994, 38477, 5312, 1834, 38678, 7123, 49421, 40616, 9386
33173, 20362, 27437, 6591, 36018, 2717, 12503, 48225, 14819, 19553, 29771, 38446, 25763, 45964, 50975, 47388, 47030, 15069, 12064, 38343
13423, 49274, 45016, 18852, 39210, 1670, 4887, 17003, 42460, 38287, 33301, 40210, 28738, 47619, 28896, 4549, 22164, 44833, 29443, 22383
13058, 41826, 16304, 31243, 24647, 45755, 4540, 8051, 40751, 35655, 32735, 8044, 9022, 40101, 19082, 50549, 17900, 39429, 896, 7402
